id,template_type,tool,user_query,requires_clarification,ground_truth,Review_Status (OK/Fix/Drop),Reviewer_Notes
seed_0290_persona_code_switch_0,persona_code_switch,create_calendar_event,"Bhai, Friday 18:00 te ekta Doctor appointment schedule kore daw to.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""18:00""}}",,
seed_0299_transliteration_0,transliteration,create_calendar_event,Monday te 18:00 baje Lunch schedule koro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Monday"", ""time"": ""18:00""}}",,
seed_0218_pure_bangla_0,pure_bangla,send_email,বসকে রিপোর্ট পাঠানোর জন্য একটি ইমেইল লিখে দাও।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0161_pure_bangla_4,pure_bangla,order_food,KFC থেকে একটা পিজা অর্ডার করো।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 1}}",,
seed_0371_pure_bangla_3,pure_bangla,currency_convert,১০০ ইউএসডি (USD) কে আইএনআর (INR)-এ পরিবর্তন করলে কত হবে?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""INR""}}",,
seed_0384_pure_bangla_4,pure_bangla,currency_convert,৫০০ টাকার বিনিময়ে কত ডলার পাওয়া সম্ভব?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0253_transliteration_5,transliteration,create_calendar_event,Tuesday 18:00 er dike Meeting fix kore rakho.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0190_persona_code_switch_1,persona_code_switch,order_food,"Arre, KFC theke 2 burger er order dao to ektu.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Burger"", ""quantity"": 2}}",,
seed_0215_pure_bangla_2,pure_bangla,send_email,অনুগ্রহ করে বসকে মিটিং সংক্রান্ত একটি ইমেইল লিখে পাঠান।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Meeting"", ""body"": ""Regarding the Meeting""}}",,
seed_0351_persona_code_switch_5,persona_code_switch,search_flights,"Mumbai theke London er flight lagbe next week, ektu dekhao to bhai ki ki option ache.",No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Mumbai"", ""destination"": ""London"", ""date"": ""next week""}}",,
seed_0018_pure_bangla_4,pure_bangla,get_weather,Kolkata-র আগামীকালকের আবহাওয়ার আপডেট দাও তো।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata"", ""date"": ""tomorrow""}}",,
seed_0309_persona_code_switch_1,persona_code_switch,create_calendar_event,"Arre, Friday 10:00-te lunch-ta ektu schedule kore dao.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Friday"", ""time"": ""10:00""}}",,
seed_0163_persona_code_switch_5,persona_code_switch,order_food,"KFC theke 2ta pizza order koro, please.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 2}}",,
seed_0184_persona_code_switch_3,persona_code_switch,order_food,Domino's theke 3 ta burger er order daw to.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0361_pure_bangla_4,pure_bangla,search_flights,দয়া করে লন্ডন যাওয়ার ফ্লাইটের তথ্য খুঁজে বের করুন।,Yes,"{""tool_name"": ""search_flights"", ""parameters"": {""destination"": ""London""}}",,
seed_0257_persona_code_switch_2,persona_code_switch,create_calendar_event,Friday 10:00 am-er dike ekta meeting schedule kora lagbe.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Friday"", ""time"": ""10:00""}}",,
seed_0081_pure_bangla_4,pure_bangla,book_ride,ধানমন্ডি থেকে এয়ারপোর্ট যাওয়ার জন্য কি একটা ক্যাব বুক করা যাবে?,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Airport""}}",,
seed_0363_pure_bangla_1,pure_bangla,currency_convert,"১০০ ডলার ভাঙালে কত টাকা পাওয়া যাবে, একটু জানাবেন কি?",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0323_persona_code_switch_3,persona_code_switch,create_calendar_event,Jodi parie toh amar calendar-e ekta meeting set kore daw.,Yes,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""meeting""}}",,
seed_0111_pure_bangla_3,pure_bangla,book_ride,"আমি এয়ারপোর্টে যাব, আমার জন্য একটি ট্যাক্সি ঠিক করে দিন।",Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0084_persona_code_switch_0,persona_code_switch,book_ride,Dhanmondi theke Gulshan er jonno ekta ride book kore daw toh bhai.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Gulshan""}}",,
seed_0356_persona_code_switch_3,persona_code_switch,search_flights,London-er flight details gulo jodi ektu ber kore dite.,Yes,"{""tool_name"": ""search_flights"", ""parameters"": {""destination"": ""London""}}",,
seed_0060_persona_code_switch_4,persona_code_switch,get_weather,"Bhai, Rajshahi er weather er update de to ektu.",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Rajshahi""}}",,
seed_0302_transliteration_0,transliteration,create_calendar_event,Tuesday te 10:00 baje lunch schedule koro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Tuesday"", ""time"": ""10:00""}}",,
seed_0277_transliteration_2,transliteration,create_calendar_event,Tuesday 14:00 er dike Doctor fix kro plz.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0331_transliteration_1,transliteration,search_flights,"Dhaka theke Delhi jabo kal, flight ki ache?",No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Dhaka"", ""destination"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0365_persona_code_switch_4,persona_code_switch,currency_convert,"500 USD BDT te koto hoy, ektu check kore daw to.",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0016_pure_bangla_3,pure_bangla,get_weather,"আগামীকাল Kolkata-র আবহাওয়া কেমন হবে, তা আমাকে জানাও।",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata"", ""date"": ""tomorrow""}}",,
seed_0151_transliteration_4,transliteration,order_food,Domino's theke 1 pizza order kro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Pizza"", ""quantity"": 1}}",,
seed_0043_persona_code_switch_3,persona_code_switch,get_weather,"Ajke London er weather ta kemon, ektu bolbe?",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""today""}}",,
seed_0333_pure_bangla_1,pure_bangla,search_flights,পরের সপ্তাহে ঢাকা থেকে Delhi-এর কোনো ফ্লাইট আছে কি? আমাকে জানাও।,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Dhaka"", ""destination"": ""Delhi"", ""date"": ""next week""}}",,
seed_0151_transliteration_1,transliteration,order_food,Domino's theke ekta pizza order daw.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Pizza"", ""quantity"": 1}}",,
seed_0057_persona_code_switch_4,persona_code_switch,get_weather,"Bhai, weather er update daw to ektu.",Yes,"{""tool_name"": ""get_weather"", ""parameters"": {}}",,
seed_0094_pure_bangla_2,pure_bangla,book_ride,"গুলশান থেকে ধানমন্ডি যাওয়ার জন্য রাইড লাগবে, ব্যবস্থা করে দাও তো।",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Gulshan"", ""destination"": ""Dhanmondi""}}",,
seed_0124_persona_code_switch_2,persona_code_switch,order_food,Domino's e 1ta Kacchi Biryani er order dao toh ektu.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0188_transliteration_5,transliteration,order_food,KFC theke 1ta burger order koro to.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Burger"", ""quantity"": 1}}",,
seed_0085_transliteration_0,transliteration,book_ride,Dhanmondi theke Gulshan er jonno cab book koro.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Gulshan""}}",,
seed_0092_pure_bangla_3,pure_bangla,book_ride,"গুলশান থেকে ধানমন্ডি যাব, একটা রাইড বুক করো।",No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Gulshan"", ""destination"": ""Dhanmondi""}}",,
seed_0116_transliteration_4,transliteration,order_food,Star Kabab theke 1ta kacchi biryani order kore dew.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0195_pure_bangla_0,pure_bangla,order_food,KFC থেকে ৩টি বার্গার অর্ডার করো।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0370_persona_code_switch_5,persona_code_switch,currency_convert,"1000 USD BDT-te convert korle koto pabo, ektu bolbi?",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 1000, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0331_persona_code_switch_1,persona_code_switch,search_flights,"Bhai, Dhaka to Delhi tomorrow kon flight ache ektu check koro toh?",No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Dhaka"", ""destination"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0327_persona_code_switch_5,persona_code_switch,create_calendar_event,"Jodi par, ekta meeting set kore daw.",Yes,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""meeting""}}",,
seed_0224_pure_bangla_0,pure_bangla,send_email,বসকে একটি ইমেইল পাঠিয়ে দিন যে আমার ছুটির আবেদন অনুমোদিত হয়েছে।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Leave"", ""body"": ""Regarding my leave application""}}",,
seed_0004_pure_bangla_2,pure_bangla,get_weather,আজকের ঢাকার আবহাওয়ার আপডেট দাও তো।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Dhaka"", ""date"": ""today""}}",,
seed_0366_transliteration_2,transliteration,currency_convert,500 dollar soman koto tk?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0026_transliteration_3,transliteration,get_weather,Mumbai te tmrw weather kmn thakbe?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""tomorrow""}}",,
seed_0022_pure_bangla_3,pure_bangla,get_weather,আজ মুম্বাইয়ের আবহাওয়াটা কেমন?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""today""}}",,
seed_0375_persona_code_switch_2,persona_code_switch,currency_convert,"Arre, 500 dollar convert korle koto rupi hobe bolte paren?",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""USD"", ""to_currency"": ""INR""}}",,
seed_0279_transliteration_5,transliteration,create_calendar_event,Mangalbar 18:00 te Doctor r ekta schedule fix koro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""18:00""}}",,
seed_0287_pure_bangla_5,pure_bangla,create_calendar_event,শুক্রবার ১৪:০০ ঘটিকায় ডাক্তারের সাক্ষাতের ব্যবস্থা করুন।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0276_transliteration_4,transliteration,create_calendar_event,Tuesday 14:00 te Doctor schedule kro.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0101_transliteration_4,transliteration,book_ride,"amr airport er jonno akta taxi dorkar, plz dekho",Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0172_transliteration_0,transliteration,order_food,Star Kabab theke 2ta burger order koro,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Burger"", ""quantity"": 2}}",,
seed_0363_pure_bangla_2,pure_bangla,currency_convert,১০০ ডলার সমান কত টাকা হয় তা আমাকে বলো।,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""BDT""}}",,
seed_0177_persona_code_switch_1,persona_code_switch,order_food,"Arre, Star Kabab theke 3 ta Burger ektu order kore dao na.",No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0305_persona_code_switch_1,persona_code_switch,create_calendar_event,"Arre, Tuesday 14:00-e lunch ta ektu schedule koro na.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0380_transliteration_3,transliteration,currency_convert,100 BDT theke USD conversion ta koro plz,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0216_transliteration_1,transliteration,send_email,Boss ke email diye dao to je Meeting is ready.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Meeting"", ""body"": ""Meeting is ready.""}}",,
seed_0164_pure_bangla_3,pure_bangla,order_food,KFC থেকে ২ টা পিজা অর্ডার করার ব্যবস্থা করুন।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Pizza"", ""quantity"": 2}}",,
seed_0219_pure_bangla_1,pure_bangla,send_email,বসকে রিপোর্টের ব্যাপারে একটা ইমেইল করো তো।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0344_pure_bangla_0,pure_bangla,search_flights,কলকাতা থেকে লন্ডন যাওয়ার ফ্লাইটের খোঁজ দিন।,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""London""}}",,
seed_0085_transliteration_3,transliteration,book_ride,Dhanmondi theke Gulshan er jonno cab book kro.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhanmondi"", ""destination"": ""Gulshan""}}",,
seed_0341_persona_code_switch_0,persona_code_switch,search_flights,"Bhai, Kolkata theke Delhi flight ektu dekhe daw to.",No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""Delhi""}}",,
seed_0058_pure_bangla_2,pure_bangla,get_weather,রাজশাহী এর আবহাওয়ার খবরটা একটু বল তো।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Rajshahi""}}",,
seed_0109_persona_code_switch_4,persona_code_switch,book_ride,"Bhai, airport-e jabo, ekta taxi please book kore daw.",Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0379_pure_bangla_1,pure_bangla,currency_convert,১০০০ ইউএসডি (USD) থেকে আইএনআর (INR)-এ রূপান্তর করে দাও তো।,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 1000, ""from_currency"": ""USD"", ""to_currency"": ""INR""}}",,
seed_0287_pure_bangla_2,pure_bangla,create_calendar_event,শুক্রবার ১৪:০০টায় ডাক্তারের একটা শিডিউল করে ফেলো তো।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0260_persona_code_switch_3,persona_code_switch,create_calendar_event,Friday 14:00 te meeting schedule kore rakho to ektu.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Meeting"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0052_pure_bangla_1,pure_bangla,get_weather,রাজশাহী এর আবহাওয়ার অবস্থা জানাবেন কি?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Rajshahi""}}",,
seed_0136_pure_bangla_3,pure_bangla,order_food,আমাকে KFC থেকে ২ প্লেট Kacchi Biryani আনিয়ে দাও তো।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Kacchi Biryani"", ""quantity"": 2}}",,
seed_0207_pure_bangla_2,pure_bangla,send_email,"Rahul-কে রিপোর্টের ব্যাপারে ইমেইল করা দরকার, এটা করে দাও।",No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0199_transliteration_1,transliteration,order_food,amr ekti Burger order kora dorkar,Yes,"{""tool_name"": ""order_food"", ""parameters"": {""item"": ""Burger""}}",,
seed_0078_pure_bangla_1,pure_bangla,book_ride,এয়ারপোর্ট থেকে গুলশান যাওয়ার জন্য একটি রাইড নিতে চাই।,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Gulshan""}}",,
seed_0169_pure_bangla_3,pure_bangla,order_food,Star Kabab থেকে একটা বার্গার অর্ডার কর তো।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Burger"", ""quantity"": 1}}",,
seed_0218_transliteration_3,transliteration,send_email,Boss ke Report niye ekta email patha.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Boss"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0134_pure_bangla_0,pure_bangla,order_food,KFC থেকে একটি কাচ্চি বিরিয়ানি অর্ডার করে দাও তো।,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0314_pure_bangla_4,pure_bangla,create_calendar_event,শুক্রবার দুপুর ২টায় লাঞ্চ শিডিউল করে ফেলো।,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Friday"", ""time"": ""14:00""}}",,
seed_0185_transliteration_0,transliteration,order_food,Domino's theke 3 ta burger order koro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0177_persona_code_switch_5,persona_code_switch,order_food,Jodi paro to Star Kabab theke 3 ta Burger order kore daw.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0186_transliteration_5,transliteration,order_food,Domino's theke 3ta burger order de.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 3}}",,
seed_0346_persona_code_switch_3,persona_code_switch,search_flights,"Kal Mumbai theke Delhi jabo, flight gula ektu janao to bhai.",No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Mumbai"", ""destination"": ""Delhi"", ""date"": ""tomorrow""}}",,
seed_0015_transliteration_2,transliteration,get_weather,Kolkata shohorer tapmatra koto janaben?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata""}}",,
seed_0034_pure_bangla_4,pure_bangla,get_weather,Delhi-এর আজকের আবহাওয়া সম্পর্কে বলো তো।,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Delhi"", ""date"": ""today""}}",,
seed_0099_pure_bangla_5,pure_bangla,book_ride,অনুগ্রহ করে আমার জন্য এয়ারপোর্টে যাওয়ার একটি ট্যাক্সি বুক করুন।,Yes,"{""tool_name"": ""book_ride"", ""parameters"": {""destination"": ""Airport""}}",,
seed_0023_persona_code_switch_1,persona_code_switch,get_weather,"Arre, Mumbai er weather ta kemon aj?",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""today""}}",,
seed_0206_persona_code_switch_4,persona_code_switch,send_email,"Rahul ke Report ta email kore dao bhai, jodi paro.",No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0117_transliteration_2,transliteration,order_food,Star Kabab theke 1ta Kacchi Biryani order de toh.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0047_pure_bangla_1,pure_bangla,get_weather,লন্ডনে আগামীকালের আবহাওয়া সম্পর্কে জানাবেন কি?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""tomorrow""}}",,
seed_0115_transliteration_0,transliteration,order_food,Star Kabab theke 1ta Kacchi Biryani order koro.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Star Kabab"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0372_persona_code_switch_0,persona_code_switch,currency_convert,100 dollar er dam koto rupi hobe bhai?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 100, ""from_currency"": ""USD"", ""to_currency"": ""INR""}}",,
seed_0288_persona_code_switch_0,persona_code_switch,create_calendar_event,"Bhai, Friday 18:00 te Doctor schedule kore daw to.",No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Friday"", ""time"": ""18:00""}}",,
seed_0385_persona_code_switch_1,persona_code_switch,currency_convert,"Arre, 500 BDT USD e convert korle koto hobe janay daw.",No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 500, ""from_currency"": ""BDT"", ""to_currency"": ""USD""}}",,
seed_0196_pure_bangla_1,pure_bangla,order_food,দয়া করে আমাকে একটা বার্গার অর্ডার করে দিন।,Yes,"{""tool_name"": ""order_food"", ""parameters"": {""item"": ""Burger""}}",,
seed_0077_transliteration_0,transliteration,book_ride,Airport theke Gulshan er jonno cab book koro.,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Airport"", ""destination"": ""Gulshan""}}",,
seed_0011_persona_code_switch_3,persona_code_switch,get_weather,"Bhai, Kolkata-r weather kemon jano ajke?",No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Kolkata"", ""date"": ""today""}}",,
seed_0230_pure_bangla_5,pure_bangla,send_email,টিম-কে রিপোর্ট সম্পর্কে একটি ইমেইল পাঠানোর অনুরোধ করছি।,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Team"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0338_pure_bangla_4,pure_bangla,search_flights,কলকাতা থেকে মুম্বাইয়ের ফ্লাইট আছে কি না দেখো।,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""Mumbai""}}",,
seed_0098_pure_bangla_4,pure_bangla,book_ride,অনুগ্রহ করে Dhaka থেকে Chittagong যাওয়ার একটি রাইড ব্যবস্থা করুন।,No,"{""tool_name"": ""book_ride"", ""parameters"": {""pickup"": ""Dhaka"", ""destination"": ""Chittagong""}}",,
seed_0276_persona_code_switch_3,persona_code_switch,create_calendar_event,Ektu doctor schedule kore daw to Tuesday 14:00 te.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Doctor"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0041_transliteration_5,transliteration,get_weather,ajker London-er weather kemon jante chai.,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""London"", ""date"": ""today""}}",,
seed_0377_pure_bangla_1,pure_bangla,currency_convert,১০০০ ইউএস ডলারের বিনিময়ে কত ভারতীয় রুপি পাওয়া যাবে?,No,"{""tool_name"": ""currency_convert"", ""parameters"": {""amount"": 1000, ""from_currency"": ""USD"", ""to_currency"": ""INR""}}",,
seed_0033_persona_code_switch_2,persona_code_switch,get_weather,Ektu janaba Delhi-r weather ajke kemon?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Delhi"", ""date"": ""today""}}",,
seed_0133_transliteration_2,transliteration,order_food,KFC theke 1ta Kacchi Biryani order koro plz.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""KFC"", ""item"": ""Kacchi Biryani"", ""quantity"": 1}}",,
seed_0178_persona_code_switch_0,persona_code_switch,order_food,Domino's theke ekti Burger order koro to bhai.,No,"{""tool_name"": ""order_food"", ""parameters"": {""restaurant"": ""Domino's"", ""item"": ""Burger"", ""quantity"": 1}}",,
seed_0355_transliteration_4,transliteration,search_flights,London er flight list ta dekhao toh.,Yes,"{""tool_name"": ""search_flights"", ""parameters"": {""destination"": ""London""}}",,
seed_0347_pure_bangla_0,pure_bangla,search_flights,মুম্বাই থেকে দিল্লি যাওয়ার ফ্লাইটের তালিকা দেখান।,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Mumbai"", ""destination"": ""Delhi""}}",,
seed_0206_persona_code_switch_5,persona_code_switch,send_email,Rahul ke Report er byapare ekta email pathao toh ektu.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Rahul"", ""subject"": ""Report"", ""body"": ""Regarding the Report""}}",,
seed_0303_persona_code_switch_4,persona_code_switch,create_calendar_event,Ektu Tuesday 14:00 te lunch schedule kore daw bhai.,No,"{""tool_name"": ""create_calendar_event"", ""parameters"": {""title"": ""Lunch"", ""date"": ""Tuesday"", ""time"": ""14:00""}}",,
seed_0232_transliteration_0,transliteration,send_email,Team ke email dao je Report is ready.,No,"{""tool_name"": ""send_email"", ""parameters"": {""recipient"": ""Team"", ""subject"": ""Report"", ""body"": ""Report is ready.""}}",,
seed_0337_transliteration_2,transliteration,search_flights,Kolkata theke Mumbai er flight kmn pabo kal?,No,"{""tool_name"": ""search_flights"", ""parameters"": {""origin"": ""Kolkata"", ""destination"": ""Mumbai"", ""date"": ""tomorrow""}}",,
seed_0029_pure_bangla_0,pure_bangla,get_weather,আগামীকালের Mumbai এর আবহাওয়ার খবর জানাবেন কি?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Mumbai"", ""date"": ""tomorrow""}}",,
seed_0058_pure_bangla_3,pure_bangla,get_weather,রাজশাহী এর আবহাওয়া কেমন আছে এখন?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Rajshahi""}}",,
seed_0037_pure_bangla_1,pure_bangla,get_weather,দিল্লির আগামীকালকের আবহাওয়ার খবরটা জানাবেন কি?,No,"{""tool_name"": ""get_weather"", ""parameters"": {""city"": ""Delhi"", ""date"": ""tomorrow""}}",,
